Script started on 2025-11-15 12:11:33+00:00 [<not executed on terminal>]
    HITS   MISSES  DIRTIES HITRATIO   BUFFERS_MB  CACHED_MB
       0    32159    31184    0.00%           17        695
       0    15028    70039    0.00%           17       1162
  182103    64259    41916   73.92%           18        974
  274321    37687    46869   87.92%           18       1267
  332957    95818    70014   77.65%           18       1391
  703477    55039    65106   92.74%           18       1632
  464537   103286   101808   81.81%           18       2243
  419357    96799    32362   81.25%           18       1515
  875510    38026    36022   95.84%           18       1741
  711580    52883    65437   93.08%           18       2155
  972288    89493    62408   91.57%           18       2164
 1177643    53916    63890   95.62%           18       2460
  888825    91766    99012   90.64%           18       2741
 1159583    85965    66385   93.10%           18       2909
 1315490    68414    61226   95.06%           18       3226
  401253   144733    79032   73.49%           18       4019
  648413    99015    51613   86.75%           19       2660
 1514047    56348    45967   96.41%           19       2802
 1429763    42928    44120   97.09%           19       3086
 1102705    90638    91607   92.40%           19       3491
 1129569    96712    70991   92.11%           19       3348
 1717406    53165    62209   97.00%           19       3630
 1489467    68609    77665   95.60%           19       3972
 1035001   104986    88722   90.79%           19       4061
 1800652    63853    55549   96.58%           19       4340
  827374   118030    46758   87.52%           19       4899
 1091619    73063    41475   93.73%           19       3629
 1155404    91151    82846   92.69%           19       4021
 1329737    65171    42291   95.33%           19       3931
 1972939    28337    36079   98.58%           19       4077
 1829731    39655    48465   97.88%           19       4381
 1031832   121576    88621   89.46%           19       4152
 1979553    68190    62533   96.67%           19       4473
 2057273    56485    61588   97.33%           19       4695
 1908410    68643    76520   96.53%           19       5091
 1346859   105222    87893   92.75%           20       5193
 2263294    56950    60284   97.55%           20       5476
 2209079    48609    61076   97.85%           20       5665
 1621556    92423    62311   94.61%           20       6113
  586860   154457    76402   79.16%           20       4867
 1206965    87873    45268   93.21%           20       4687
 1585946    72442    46406   95.63%           20       5000
 1974253    60622    44873   97.02%           20       5275
 1971350    40470    41490   97.99%           20       5538
 1534300    90233    80958   94.45%           20       5450
 1483727   143141   126648   91.20%           20       6311
 1799244   108704    97240   94.30%           20       6701
 1838515   103519    81703   94.67%           20       7295
 1834111    96294    92244   95.01%           20       7964
  853434   165289    78598   83.77%           20       5368
  609600   145495    56431   80.73%           20       5604
 1671052    76246    64758   95.64%           20       5961
 1642206    63789    64516   96.26%           20       6280
 1528876    69536    74654   95.65%           20       6671
 1173914   111955    91679   91.29%           21       6797
 2148786    53513    59684   97.57%           21       7066
 2066218    50280    59241   97.62%           21       7258
 1479649   102219    81398   93.54%           21       7805
  572619   141568    58215   80.18%           21       5848
 1252144    87403    45167   93.48%           21       6218
 2025592    73693    46492   96.49%           21       6540
 2167026    45119    41316   97.96%           21       6815
 2027100    55264    41996   97.35%           21       7063
 1545952   115116    87883   93.07%           21       6867
 1649239   133467   124349   92.51%           21       7776
 2013328   102753    92306   95.14%           21       8166
 2002486    94475    88242   95.49%           21       8819
 2040010    85475    82082   95.98%           21       9303
 1356843   118474    68059   91.97%           21       8562
  356639   195710    77033   64.57%           21       6927
 1484320    87531    63802   94.43%           21       7327
 1796428    71685    65883   96.16%           21       7626
 1771794    64773    63465   96.47%           21       7943
 1631300    85500    89380   95.02%           22       8451
 1303844    98269    72791   92.99%           22       8451
 2312494    49874    57755   97.89%           22       8701
 2229182    49419    57896   97.83%           22       8947
 1461442    99702    72570   93.61%           22       9450
  687058   149574    63450   82.12%           22       7356
 1315027    95077    45978   93.26%           22       7818
 1841740    68108    43627   96.43%           22       8111
 2275278    48016    41174   97.93%           22       8328
 2183984    49867    43450   97.77%           22       8621
 2007702    60208    59163   97.09%           22       8973
 1552737   140646   108465   91.69%           22       8966
 1573607   133360   136101   92.19%           22       9996
 1609534   128007   126620   92.63%           22      10444
 1722893   125735   118281   93.20%           22      10912
 1605615   143310   132265   91.81%           22      11950
 1070428   111843    48142   90.54%           22      10780
  399319   131658    56672   75.20%           22      11368
  410901   134458    71675   75.35%           22      11617
 1221776    88351    43119   93.26%           22      11986
 1495413    74020    45295   95.28%           23      11428
 1518013    82565    49461   94.84%           23       9148
 1638179    88212    67920   94.89%           23       9489
 1560070    94912    84577   94.27%           23       9993
 1099768   113891    82469   90.62%           23       9576
 2350490    62870    63042   97.39%           23       9880
 2225878    56501    62284   97.52%           23      10159
 2213372    54385    59321   97.60%           23      10432
 1898786    88686    94597   95.54%           23      10965
 1835770    84364    61100   95.61%           23      10879
 2551520    49469    57152   98.10%           23      11127
 1026161   113343    43559   90.05%           23      11584
  818105   109947    44568   88.15%           23      12037
 1300048    91399    47420   93.43%           23      12494
 1417445    93666    69654   93.80%           23      10384
 1412891    85793    49016   94.28%           23      10105
 2437581    37691    39826   98.48%           23      10279
 2437350    30724    34322   98.76%           23      10423
 2437697    27849    33827   98.87%           23      10556
 2041225    78773    75086   96.28%           23      11107
 1482535   174210   135336   89.48%           23      11344
 1771640   136911   134812   92.83%           23      11799
 1605926   153640   156648   91.27%           23      12987
 1672784   120674   119192   93.27%           23      13316
 1437225   153255   120814   90.36%           24      13659
  400901   171615    83612   70.02%           24      14121
  533103   115442    69485   82.20%           24      14450
  821997   150231   106329   84.55%           24      15376
